label,place,extract,url,size,image,sortkey,views,latitude,longitude
Miloš Forman,Columbia University in the City of New York,"<p><b>Miloš Forman</b>, původně <b>Jan Tomáš Forman</b>, byl česko-americký režisér, scenárista a herec. Byl držitelem dvou Oscarů za nejlepší režii, tří Zlatých glóbů a ceny BAFTA ve stejné kategorii.</p>",https://cs.wikipedia.org/wiki/Milo%C5%A1_Forman,2,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Milos_Forman.jpg/320px-Milos_Forman.jpg,112,4677.5,40.8075,-73.96194444
Petr Čech,Plzeň,"<p><b>Petr Čech</b> je český fotbalový brankář. Nyní působí v anglickém klubu Chelsea jako čtvrtý brankář. V době své kariéry působil v týmech Viktorie Plzeň, Chmelu Blšany, Sparty Praha, Rennes a Arsenalu FC. Všeobecně je považován za jednoho z nejlepších fotbalových brankářů na světě. Po Milanu Barošovi, Vladimíru Šmicerovi a Marku Jankulovském se stal v roce 2012 čtvrtým českým vítězem Ligy mistrů. Klubový rekord Chelsea v počtu vychytaných nul ve všech soutěžích, který držel s 208 čistými konty Peter Bonetti překonal 11. ledna 2014. Je držitelem rekordu anglické Premier League v počtu vychytaných čistých kont. Ze všech fotbalistů má na kontě nejvíce zápasů za českou fotbalovou reprezentaci .Momentálně působí jako hokejový brankář v týmu Guildford Flames.</p>",https://cs.wikipedia.org/wiki/Petr_%C4%8Cech,2,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Petr_%C4%8Cech_Chelsea_2013.jpg/268px-Petr_%C4%8Cech_Chelsea_2013.jpg,113,4661.5,49.74138889,13.3825
Martin Stropnický,Ministerstvo zahraničních věcí,"<p><b>Martin Stropnický</b> je český herec, politik, diplomat, spisovatel a režisér. V říjnu 2013 byl za politické hnutí ANO 2011 zvolen poslancem Poslanecké sněmovny Parlamentu. Od ledna 2014 do prosince 2017 byl ministrem obrany ČR v Sobotkově vládě, od prosince 2017 do června 2018 byl místopředsedou vlády a ministrem zahraničních věcí ČR v první Babišově vládě, od února 2017 pak byl místopředsedou hnutí ANO 2011. Na přelomu září a října 2018 rezignoval na funkce poslance Poslanecké sněmovny PČR i místopředsedy hnutí ANO 2011, jelikož se stal velvyslancem ČR v Izraeli. Jako diplomat působil již dříve, zastával rovněž funkci ministra kultury České republiky nebo funkci uměleckého ředitele Divadla na Vinohradech.</p>",https://cs.wikipedia.org/wiki/Martin_Stropnick%C3%BD,2,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Stropnicky_%28cropped%29.jpg/233px-Stropnicky_%28cropped%29.jpg,114,4644,50.0887,14.3905
Leoš Mareš,Beroun,"<p><b>Leoš Mareš</b> je český moderátor u rádia Evropy 2, herec a zpěvák.</p>",https://cs.wikipedia.org/wiki/Leo%C5%A1_Mare%C5%A1,2,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/L_Mare%C5%A1_2014.jpg/264px-L_Mare%C5%A1_2014.jpg,115,4642,49.96390818,14.07206117
Jan Palach,Václavské náměstí,"<p><b>Jan Palach</b> byl student historie a politické ekonomie Filozofické fakulty Univerzity Karlovy, který se upálil na protest proti potlačování svobod a pasivnímu přístupu veřejnosti po začátku okupace Československa armádami států Varšavské smlouvy. Dne 16. ledna 1969 se zapálil v horní části Václavského náměstí v Praze. S rozsáhlými popáleninami byl převezen do nemocnice, kde po třech dnech zemřel.</p>",https://cs.wikipedia.org/wiki/Jan_Palach,2,https://upload.wikimedia.org/wikipedia/commons/0/0c/Jan_Palach_foto_z_pr%C5%AFkazu.JPG,116,4604,50.081492,14.426672
Ben Cristovao,Forum Karlín,"<p><b>Ben da Silva Cristóvão</b>, známý jako <b>Ben Cristovao</b> nebo <b>Benny Cristo</b>, je český zpěvák, textař, sportovec, písničkář a herec. V roce 2020 byl s písní Kemama nominován jako reprezentant Česka na později zrušené finále soutěže Eurovision Song Contest. Cristovao zpívá v češtině a angličtině, aktivně vystupuje v Česku a na Slovensku.</p>",https://cs.wikipedia.org/wiki/Ben_Cristovao,2,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Ben_Cristovao_v_O2_aren%C4%9B.jpg/320px-Ben_Cristovao_v_O2_aren%C4%9B.jpg,117,4602.5,50.091368,14.454919
Iveta Bartošová,Čeladná,"<p><b>Iveta Bartošová</b> byla česká zpěvačka, která se poprvé v roce 1986, kdy sesadila z trůnu po devitiletém kralování Hanu Zagorovou, stala Zlatou slavicí. Vítězství zopakovala i v roce 1990 a 91.V ročnících 1987–1989 a 1999–2000 obsadila v kategorii zpěvaček druhou příčku, třetí byla v letech 2001–2003. Několikrát zvítězila také v televizní anketě TýTý. Česká akademie populární hudby ji dvakrát nominovala na Výroční hudební cenu Anděl. Patřila mezi představitele tzv. středního proudu. Dne 29. dubna 2014 spáchala sebevraždu skokem pod vlak.</p>",https://cs.wikipedia.org/wiki/Iveta_Barto%C5%A1ov%C3%A1,2,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/IBartosova_20.9.2008.jpg/225px-IBartosova_20.9.2008.jpg,118,4600,49.54871505,18.33761603
Jan Nepomucký,Nepomuk,"<p><b>Jan</b> či <b>Johánek z Pomuka</b> byl generální vikář pražského arcibiskupa, později uctívaný jako svatý <b>Jan Nepomucký</b>, mučedník katolické církve a jeden z českých zemských patronů.</p>",https://cs.wikipedia.org/wiki/Jan_Nepomuck%C3%BD,2,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Head_of_statue_of_John_of_Nepomuk_in_T%C5%99eb%C3%AD%C4%8D%2C_T%C5%99eb%C3%AD%C4%8D_District.jpg/320px-Head_of_statue_of_John_of_Nepomuk_in_T%C5%99eb%C3%AD%C4%8D%2C_T%C5%99eb%C3%AD%C4%8D_District.jpg,119,4567,49.48625959,13.58229291
Jan Nepomucký,Università degli Studi di Padova,"<p><b>Jan</b> či <b>Johánek z Pomuka</b> byl generální vikář pražského arcibiskupa, později uctívaný jako svatý <b>Jan Nepomucký</b>, mučedník katolické církve a jeden z českých zemských patronů.</p>",https://cs.wikipedia.org/wiki/Jan_Nepomuck%C3%BD,2,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Head_of_statue_of_John_of_Nepomuk_in_T%C5%99eb%C3%AD%C4%8D%2C_T%C5%99eb%C3%AD%C4%8D_District.jpg/320px-Head_of_statue_of_John_of_Nepomuk_in_T%C5%99eb%C3%AD%C4%8D%2C_T%C5%99eb%C3%AD%C4%8D_District.jpg,120,4567,45.417,11.867
Alena Schillerová,Masarykova univerzita,"<p><b>Alena Schillerová</b> je česká právnička, od prosince 2017 ministryně financí ČR v první i druhé Babišově vládě a od dubna 2019 místopředsedkyně druhé vlády A. Babiše. Předtím byla od ledna 2016 do prosince 2017 náměstkyně ministra financí ČR, nestranička za hnutí ANO 2011.</p>",https://cs.wikipedia.org/wiki/Alena_Schillerov%C3%A1,2,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Alena_Schillerov%C3%A1_2.jpg/320px-Alena_Schillerov%C3%A1_2.jpg,121,4512,49.19861111,16.60527778
Stanislav Gross,Západočeská univerzita v Plzni,"<p><b>Stanislav Gross</b> byl český právník a sociálnědemokratický politik. Od dubna 2000 do léta 2004 byl ministrem vnitra, od roku 2001 statutárním místopředsedou ČSSD, od roku 2002 prvním místopředsedou vlády. Po propadu ČSSD ve volbách do Evropského parlamentu v červnu 2004 a odstoupení Vladimíra Špidly ho nahradil ve vedení strany i předsednictví vlády. Z funkce premiéra odstoupil 25. dubna 2005 po tříměsíční vládní krizi způsobené aférou kolem jeho financí; 24. září 2005 opustil vysokou politiku úplně a věnoval se advokacii.</p>",https://cs.wikipedia.org/wiki/Stanislav_Gross,2,https://upload.wikimedia.org/wikipedia/commons/a/a5/Stanislav_gross.jpg,122,4507,49.7237,13.3515
Alfons Mucha,Académie Julian,"<p><b>Alfons Maria Mucha</b> byl český malíř, grafik a designér období secese.</p>",https://cs.wikipedia.org/wiki/Alfons_Mucha,2,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Alfons_Mucha_LOC_3c05828u.jpg/257px-Alfons_Mucha_LOC_3c05828u.jpg,123,4506.5,48.87111111,2.34166667
Alfons Mucha,Akademie der Bildenden Künste München,"<p><b>Alfons Maria Mucha</b> byl český malíř, grafik a designér období secese.</p>",https://cs.wikipedia.org/wiki/Alfons_Mucha,2,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Alfons_Mucha_LOC_3c05828u.jpg/257px-Alfons_Mucha_LOC_3c05828u.jpg,124,4506.5,48.153056,11.580278
Alfons Mucha,Ivančice,"<p><b>Alfons Maria Mucha</b> byl český malíř, grafik a designér období secese.</p>",https://cs.wikipedia.org/wiki/Alfons_Mucha,2,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Alfons_Mucha_LOC_3c05828u.jpg/257px-Alfons_Mucha_LOC_3c05828u.jpg,125,4506.5,49.10127065837253,16.378193418512364
Ivan Trojan,Dejvické divadlo,"<p><b>Ivan Trojan</b> je český divadelní, filmový, televizní a dabingový herec. Se čtyřmi Českými lvy za nejlepší mužský herecký výkon v hlavní roli a dvěma za výkon ve vedlejší roli drží rekordní počet lvů v hereckých kategoriích.</p>",https://cs.wikipedia.org/wiki/Ivan_Trojan,2,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/DD_Trojan.JPG/212px-DD_Trojan.JPG,126,4499,50.10639,14.39306
Pokáč,Fakulta elektrotechnická ČVUT,"<p><b>Pokáč</b>, vlastním jménem <b>Jan Pokorný</b>, je český písničkář a textař hrající na kytaru a ukulele. V jeho písních se často nachází ironie, sarkasmus a nadsázka. V textech často zpracovává témata běžného života.</p>",https://cs.wikipedia.org/wiki/Pok%C3%A1%C4%8D,2,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/022_D5S_2127.jpg/213px-022_D5S_2127.jpg,127,4498.5,50.10263,14.39297
Jára Cimrman,Wien,"<p><b>Jára Cimrman</b> je <span class=""mw-disambig"">fiktivní</span> postava univerzálního českého génia, vytvořená Jiřím Šebánkem a Zdeňkem Svěrákem.</p>",https://cs.wikipedia.org/wiki/J%C3%A1ra_Cimrman,2,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Cimrman_autobusta.jpg/240px-Cimrman_autobusta.jpg,128,4457,48.20802873196585,16.373362343116415
Tomáš Klus,Třinec,"<p><b>Tomáš Klus</b> je český písničkář, textař, skladatel, herec a bývalý moderní pětibojař.</p>",https://cs.wikipedia.org/wiki/Tom%C3%A1%C5%A1_Klus,2,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/T_Klus_2014.JPG/320px-T_Klus_2014.JPG,129,4445.5,49.678065653476196,18.669879193845617
Václav III.,Olomoucká kapitula,"<p><b>Václav III.</b> byl český, polský a uherský král; poslední panovník z dynastie Přemyslovců. Byl synem českého a polského krále Václava II. a jeho manželky Guty Habsburské.</p>",https://cs.wikipedia.org/wiki/V%C3%A1clav_III.,2,NA,130,4423.5,49.5963688,17.2516144
Olga Hepnarová,Strossmayerovo náměstí,"<p><b>Olga Hepnarová</b> byla česká masová vražedkyně, která v roce 1973 v Praze úmyslně najela vypůjčeným nákladním automobilem na tramvajovou zastávku a usmrtila 8 lidí. Byla poslední ženou popravenou v Československu. Podle některých názorů její chování vykazovalo známky Aspergerova syndromu.</p>",https://cs.wikipedia.org/wiki/Olga_Hepnarov%C3%A1,2,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Olga_Hepnarova.jpg/247px-Olga_Hepnarova.jpg,131,4404.5,50.09875,14.434306
Emil Hácha,Trhové Sviny,"<p><b>Emil Dominik Josef Hácha</b> byl český právník a politik. Během let 1925–1938 působil jako předseda Nejvyššího správního soudu. V listopadu 1938 byl zvolen prezidentem pomnichovské Česko-Slovenské republiky. Po rozbití zbytku Československa a vytvoření protektorátu Čechy a Morava nacistickým Německem ke dni 15. března 1939 byl učiněn protektorátním státním prezidentem a zůstal jím až do zániku protektorátu v květnu 1945. Méně známá je jeho činnost právně-teoretická, literární a překladatelská.</p>",https://cs.wikipedia.org/wiki/Emil_H%C3%A1cha,2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Emil_H%C3%A1cha_5.jpg/232px-Emil_H%C3%A1cha_5.jpg,132,4400.5,48.84238919,14.6392414
František Mrázek,Český Brod,"<p><b>František Mrázek</b> byl český kontroverzní podnikatel. Z řadového veksláka se stal jednou z vedoucích figur českého podsvětí. Byl vyučený lakýrník. Zařídil si invalidní důchod a již před rokem 1989 měl výborné kontakty na policisty a politiky. Díky podvodům s realitami se jemu a jeho společníkům po roce 1989 podařilo vylákat z bank stamilióny korun. Mrázek sám své jmění odhadoval na miliardy korun. Byl podezříván policií, že si objednal několik vražd. V roce 2006 byl zavražděn nájemným vrahem.</p>",https://cs.wikipedia.org/wiki/Franti%C5%A1ek_Mr%C3%A1zek,2,https://upload.wikimedia.org/wikipedia/commons/d/d3/Franti%C5%A1ek_Mr%C3%A1zek_%2802%29.jpg,133,4398,50.074267,14.860881
Tatiana Dyková,Dejvické divadlo,"<p><b>Tatiana Dyková</b>, rozená <b>Vilhelmová</b>, je česká filmová a divadelní herečka. Za roli Moniky ve Slámově hořké komedii <i>Štěstí</i> obdržela v roce 2005 Českého lva pro nejlepší herečku v hlavní roli.</p>",https://cs.wikipedia.org/wiki/Tatiana_Dykov%C3%A1,2,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/DD_Vilhelmova.JPG/219px-DD_Vilhelmova.JPG,134,4377.5,50.10652296656776,14.393328621489871
Daniel Křetínský,Université de Dijon,"<p><b>Daniel Křetínský</b> je český právník, podnikatel a spoluvlastník fotbalového klubu AC Sparta Praha. Podle časopisu Forbes patří mezi desítku nejbohatších Čechů a v roce 2017 se zařadil mezi dolarové miliardáře. Je majoritním vlastníkem (94 %) české energetické skupiny Energetický a průmyslový holding, a.s. (EPH), která působí v šesti evropských státech a zaměstnává téměř 25 tisíc lidí.</p>",https://cs.wikipedia.org/wiki/Daniel_K%C5%99et%C3%ADnsk%C3%BD,2,NA,135,4360,47.31267016686499,5.071564079910908
Daniel Křetínský,Vila u Mrázovky,"<p><b>Daniel Křetínský</b> je český právník, podnikatel a spoluvlastník fotbalového klubu AC Sparta Praha. Podle časopisu Forbes patří mezi desítku nejbohatších Čechů a v roce 2017 se zařadil mezi dolarové miliardáře. Je majoritním vlastníkem (94 %) české energetické skupiny Energetický a průmyslový holding, a.s. (EPH), která působí v šesti evropských státech a zaměstnává téměř 25 tisíc lidí.</p>",https://cs.wikipedia.org/wiki/Daniel_K%C5%99et%C3%ADnsk%C3%BD,2,NA,136,4360,50.0671537,14.3807636
Vlasta Burian,Liberec,"<p><b>Vlasta Burian</b>, vlastním jménem <b>Josef Vlastimil Burian</b>, známý jako <i>Král komiků</i>, byl český divadelní herec, režisér, zpěvák, divadelní ředitel, sportovec, podnikatel, filmový herec němé i zvukové éry filmu, mecenáš, spisovatel, mim a <span class=""mw-disambig"">imitátor</span>, který se díky své nespoutané živelnosti, improvizaci a potřebě být všude první vypracoval mezi skutečné hvězdy českého filmu, divadla i rozhlasu. Byl jedním z nejpopulárnějších herců za první republiky, po válce byl však neprávem nařčen z kolaborace. I přesto jeho obliba trvá dodnes, o čemž svědčí vítězství v anketě České televize o „Krále komiků“ a časté televizní reprízy jeho filmů.</p>",https://cs.wikipedia.org/wiki/Vlasta_Burian,2,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Vlast_Burian.JPG/240px-Vlast_Burian.JPG,137,4343,50.7699972,15.0594492
Markéta Děrgelová,VOSTO5 (Divadlo Archa),"<p><b>Markéta Děrgelová</b>, rozená <b>Frösslová</b>, je česká herečka. Výrazně na sebe upozornila rolemi v seriálech <i>Redakce</i>, <i>Pojišťovna štěstí</i> a <i>Proč bychom se netopili</i> a také v Ordinaci v růžové zahradě 2. V divadle pak zářila v inscenaci <i>Pérák</i> divadla VOSTO5, uváděné v Arše.</p>",https://cs.wikipedia.org/wiki/Mark%C3%A9ta_D%C4%9Brgelov%C3%A1,2,NA,138,4342,50.089487,14.434088
Mikolas Josef,"English International School, Prague","<p><b>Mikolas Josef</b> je česky, anglicky a španělsky zpívající písničkář, producent, zpěvák, multiinstrumentalista, režisér hudebních videoklipů a reprezentant Česka na Eurovision Song Contest 2018, kde se umístil na šestém místě.</p>",https://cs.wikipedia.org/wiki/Mikolas_Josef,2,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Mikolas_Josef_2018.jpg/217px-Mikolas_Josef_2018.jpg,139,4337,50.00559444,14.45194722
Mikolas Josef,London Academy of Music and Dramatic Art,"<p><b>Mikolas Josef</b> je česky, anglicky a španělsky zpívající písničkář, producent, zpěvák, multiinstrumentalista, režisér hudebních videoklipů a reprezentant Česka na Eurovision Song Contest 2018, kde se umístil na šestém místě.</p>",https://cs.wikipedia.org/wiki/Mikolas_Josef,2,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Mikolas_Josef_2018.jpg/217px-Mikolas_Josef_2018.jpg,140,4337,51.490556,-0.214444
Karolína Plíšková,Louny,"<p><b>Karolína Plíšková,</b> <span>úředním příjmením</span> <b>Hrdličková</b>, je česká profesionální tenistka a finalistka ženské dvouhry na US Open 2016. Mezi červencem až zářím 2017 byla světovou jedničkou ve dvouhře žen, jakožto první taková hráčka z České republiky a historicky dvacátá třetí od zavedení klasifikace v roce 1975. Na čele žebříčku WTA strávila celkem 8 týdnů.</p>",https://cs.wikipedia.org/wiki/Karol%C3%ADna_Pl%C3%AD%C5%A1kov%C3%A1,2,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Pliskova_Ka._RG16_%281%29_%2827304789722%29.jpg/213px-Pliskova_Ka._RG16_%281%29_%2827304789722%29.jpg,141,4334.5,50.35707846,13.79776243
Tomáš Baťa,Památník Tomáše Bati,"<p><b>Tomáš Baťa</b> byl československý podnikatel, „král obuvi“ – tvůrce světového obuvnického impéria, starosta Zlína (1923–1932) a veřejný činitel.</p>",https://cs.wikipedia.org/wiki/Tom%C3%A1%C5%A1_Ba%C5%A5a,2,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Tomas_Bata.jpg/239px-Tomas_Bata.jpg,142,4331.5,49.21907,17.6657
Richard Krajčo,Ostrava,"<p><b>Richard Krajčo</b> je český divadelní a filmový herec, zpěvák, písničkář a frontman skupiny Kryštof.</p>",https://cs.wikipedia.org/wiki/Richard_Kraj%C4%8Do,2,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Richard_Krajco.jpg/240px-Richard_Krajco.jpg,143,4308,49.83604756268323,18.29278627065243
Dominik Hašek,Pardubice,"<p><b>Dominik Hašek,</b> rodným příjmením <b>Kaštánek</b>, známý také pod přezdívkou <b>Dominátor</b>, je bývalý český hokejový brankář. Jeho polorodým bratrem je bývalý fotbalista Martin Hašek. V roce 2012 jej časopis <i>The Hockey News</i> vyhlásil nejlepším evropským hokejistou v historii NHL. U příležitosti 100. výročí NHL byl v lednu 2017 vybrán jako jeden ze sta nejlepších hráčů historie ligy.</p>",https://cs.wikipedia.org/wiki/Dominik_Ha%C5%A1ek,2,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Dominator39.jpg/198px-Dominator39.jpg,144,4305.5,50.038137787302155,15.779768076134696
Karel Poláček,Rychnov nad Kněžnou,"<p><b>Karel Poláček</b> byl český spisovatel, humorista, novinář a filmový scenárista s židovskými kořeny.</p>",https://cs.wikipedia.org/wiki/Karel_Pol%C3%A1%C4%8Dek,2,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Karel_Pol%C3%A1%C4%8Dek_%281892-1945%29.jpg/320px-Karel_Pol%C3%A1%C4%8Dek_%281892-1945%29.jpg,145,4277.5,50.16287079,16.27495476
Radoslav Brzobohatý,Vrutky,"<p><b>Radoslav Brzobohatý</b> byl český herec a divadelní podnikatel, známý z filmů <i>Atentát</i>, <i>Všichni dobří rodáci</i>, <i>Sněženky a machři</i>, <i>Ucho</i>, <i>Pěnička a Paraplíčko</i> a z dalších. Objevil se také v seriálech <i>30 případů majora Zemana</i>, <i>F. L. Věk</i> nebo <i>Ulice</i> a také v pohádce <i>Princ a Večernice</i>, kde hrál zlého čaroděje Mrakomora.</p>",https://cs.wikipedia.org/wiki/Radoslav_Brzobohat%C3%BD,2,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Radoslav_Brzobohat%C3%BD_hrob_Vy%C5%A1ehrad_%28cropped%29.jpg/252px-Radoslav_Brzobohat%C3%BD_hrob_Vy%C5%A1ehrad_%28cropped%29.jpg,146,4248,49.11166667,18.92361111
Jaroslav Vrchlický,Louny,"<p><b>Jaroslav Vrchlický</b>, vlastním jménem <b>Emil Jakub Frida</b>, byl český spisovatel, básník, dramatik a překladatel. Jeho monumentální dílo, obsahující všechny žánry literární tvorby, patří k jednomu z nejbohatších a nejvšestrannějších v české literatuře.</p>",https://cs.wikipedia.org/wiki/Jaroslav_Vrchlick%C3%BD,2,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Jan_Vil%C3%ADmek_-_Jaroslav_Vrchlick%C3%BD_cut.jpg/229px-Jan_Vil%C3%ADmek_-_Jaroslav_Vrchlick%C3%BD_cut.jpg,147,4238.5,50.35669041317935,13.797426790896683
Veronika Žilková,Divadelní fakulta AMU,"<p><b>Veronika Stropnická</b>, rozená jako <b>Veronika Žilková</b>, je česká herečka, dcera českého hudebníka a hudebního pedagoga profesora Václava Žilky, držitelka ocenění Český lev za vedlejší roli v českém filmu <i>Zapomenuté světlo</i> z roku 1996.</p>",https://cs.wikipedia.org/wiki/Veronika_%C5%BDilkov%C3%A1,2,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Veronika_%C5%BDilkov%C3%A1_Praha_2015.JPG/232px-Veronika_%C5%BDilkov%C3%A1_Praha_2015.JPG,148,4234.5,50.086,14.417222
Hana Zagorová,Janáčkova Akademie Múzických Umění v Brně,"<p><b>Hana Zagorová</b> je česká zpěvačka, textařka, herečka a moderátorka. Patří k nejznámějším českým zpěvačkám. Během své pěvecké kariéry se stala druhou nejúspěšnější držitelkou ocenění Zlatý slavík v kategorii zpěvačka v historii, když získala devět Slavíků v řadě v letech 1977 až 1985. Nazpívala přes 895 písní a za hudbu a zpěv získala mnoho prestižních cen.</p>",https://cs.wikipedia.org/wiki/Hana_Zagorov%C3%A1,2,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/RODI%C4%8CE_HANY_ZAGOROV%C3%89.jpg/320px-RODI%C4%8CE_HANY_ZAGOROV%C3%89.jpg,149,4219,49.19615556,16.61038333
Hana Zagorová,Petřkovice (Ostrava),"<p><b>Hana Zagorová</b> je česká zpěvačka, textařka, herečka a moderátorka. Patří k nejznámějším českým zpěvačkám. Během své pěvecké kariéry se stala druhou nejúspěšnější držitelkou ocenění Zlatý slavík v kategorii zpěvačka v historii, když získala devět Slavíků v řadě v letech 1977 až 1985. Nazpívala přes 895 písní a za hudbu a zpěv získala mnoho prestižních cen.</p>",https://cs.wikipedia.org/wiki/Hana_Zagorov%C3%A1,2,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/RODI%C4%8CE_HANY_ZAGOROV%C3%89.jpg/320px-RODI%C4%8CE_HANY_ZAGOROV%C3%89.jpg,150,4219,49.875,18.2589
Jan Masaryk,Bates,"<p><b>Jan Masaryk</b> byl československý diplomat a politik, syn prvního československého prezidenta Tomáše Garrigue Masaryka.</p>",https://cs.wikipedia.org/wiki/Jan_Masaryk,2,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Jan_Masaryk.jpg/244px-Jan_Masaryk.jpg,151,4187.5,44.10555556,-70.20416667
Jan Masaryk,Vinohrady,"<p><b>Jan Masaryk</b> byl československý diplomat a politik, syn prvního československého prezidenta Tomáše Garrigue Masaryka.</p>",https://cs.wikipedia.org/wiki/Jan_Masaryk,2,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Jan_Masaryk.jpg/244px-Jan_Masaryk.jpg,152,4187.5,50.075556,14.445833
Jiří Suchý,Semafor (divadlo),"<p><b>Jiří Suchý</b> je český divadelník, hudebník, textař, zpěvák, básník, skladatel, spisovatel, filmař, grafik, výtvarník, divadelní režisér a sběratel. Spoluzakladatel Divadla Na zábradlí a Semaforu, bratr Ondřeje Suchého.</p>",https://cs.wikipedia.org/wiki/Ji%C5%99%C3%AD_Such%C3%BD,2,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Ji%C5%99%C3%AD_Such%C3%BD_%282019%29.jpg/256px-Ji%C5%99%C3%AD_Such%C3%BD_%282019%29.jpg,153,4186.5,50.099167,14.397614
Karel Havlíček (ekonom),České vysoké učení technické v Praze,"<p><b>Karel Havlíček</b> je český podnikatel, ekonom, vysokoškolský pedagog a propagátor malého a středního podnikání, inovací a technologií. V letech 2013 až 2019 působil jako předseda představenstva Asociace malých a středních podniků a živnostníků ČR. Na konci dubna 2019 se stal ministrem průmyslu a obchodu ČR ve druhé Babišově vládě jako nestraník za hnutí ANO 2011, zároveň zastává post místopředsedy této vlády. V lednu 2020 byl navíc pověřen i řízením Ministerstva dopravy ČR.</p>",https://cs.wikipedia.org/wiki/Karel_Havl%C3%AD%C4%8Dek_(ekonom),2,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Karel_Havl%C3%AD%C4%8Dek_2019.jpg/257px-Karel_Havl%C3%AD%C4%8Dek_2019.jpg,154,4163.5,50.102167,14.388472
Petr Bezruč,Opava,"<p><b>Petr Bezruč</b> je literární pseudonym, pod kterým vystupoval slezský básník <b>Vladimír Vašek</b>. Je považován za autora jediné básnické sbírky původně nazvané <i>Slezské číslo</i>, později známé jako <i>Slezské písně</i>, vydané na počátku 20. století. Naprosto ojedinělé verše útočně promlouvající za sociální a národní zájmy českých obyvatel Slezska nemají svou genezí, stylem ani dalším osudem v české literatuře obdobu. Literární historici řadí Bezruče do generace tzv. anarchistických buřičů, byť je to sporné. Jeho dílo je ovlivněno symbolismem a Českou modernou.</p>",https://cs.wikipedia.org/wiki/Petr_Bezru%C4%8D,2,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Petr_Bezru%C4%8D_1947.png/190px-Petr_Bezru%C4%8D_1947.png,155,4152,49.93805556,17.90444444
Josef Dobrovský,Balassagyarmat,"<p><b>Josef Dobrovský</b> byl český kněz, filolog, historik a zakladatel vědecké bohemistiky a slavistiky. Svým mnohostranným dílem předznamenal i podnítil české národní obrození, třebaže sám k romantickým obrozencům nejen chronologicky, ale ani svým založením nepatřil.</p>",https://cs.wikipedia.org/wiki/Josef_Dobrovsk%C3%BD,2,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Portrait_of_Josef_Dobrovsk%C3%BD.jpg/213px-Portrait_of_Josef_Dobrovsk%C3%BD.jpg,156,4107.5,48.07119444,19.29372222
Anna Geislerová,Konzervatoř Jaroslava Ježka,"<p><b>Anna „Aňa“ Geislerová</b> je česká filmová herečka, spisovatelka a modelka, která obdržela tři České lvy pro nejlepší herečku v hlavní roli a další dva pro nejlepší herečku ve vedlejší roli. Jejími sestrami jsou herečka Ester Geislerová a výtvarnice a zpěvačka Lenka Geislerová.</p>",https://cs.wikipedia.org/wiki/Anna_Geislerov%C3%A1,2,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Anna_Geislerov%C3%A1%2C_2019_%28II%29.jpg/256px-Anna_Geislerov%C3%A1%2C_2019_%28II%29.jpg,157,4053,50.040789,14.428066
